frame,time_sec,ball_visible,ball_x,ball_y,ball_x_m,ball_y_m,ball_speed_m_s,ball_owner_id,ball_owner_role,ball_owner_team,team_ball_control,team1_players_on_pitch,team2_players_on_pitch
0,0.0,1,1016.0,288.0,49.969825744628906,30.218196868896484,,19,player,2,2,9,11
1,0.016666666666666666,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
2,0.03333333333333333,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
3,0.05,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
4,0.06666666666666667,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
5,0.08333333333333333,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
6,0.1,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
7,0.11666666666666667,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
8,0.13333333333333333,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
9,0.15,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
10,0.16666666666666666,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
11,0.18333333333333332,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
12,0.2,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
13,0.21666666666666667,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
14,0.23333333333333334,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
15,0.25,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
16,0.26666666666666666,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
17,0.2833333333333333,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
18,0.3,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
19,0.31666666666666665,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
20,0.3333333333333333,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
21,0.35,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
22,0.36666666666666664,1,1016.0,288.0,49.969825744628906,30.218196868896484,0.0,19,player,2,2,9,11
23,0.38333333333333336,1,1016.0,287.0,49.9671516418457,30.064769744873047,9.207025554568302,19,player,2,2,9,11
24,0.4,1,1016.0,287.0,49.9671516418457,30.064769744873047,0.0,19,player,2,2,9,11
25,0.4166666666666667,1,1016.0,287.0,49.9671516418457,30.064769744873047,0.0,19,player,2,2,9,11
26,0.43333333333333335,1,1016.0,287.0,49.9671516418457,30.064769744873047,0.0,19,player,2,2,9,11
