frame,time_sec,ball_visible,ball_x,ball_y,ball_owner_id,ball_owner_role,ball_owner_team,team_ball_control,team1_players_on_pitch,team2_players_on_pitch
2159,35.983333333333334,1,993.0,314.0,20,player,1,1,10,10
2160,36.0,1,999.0,309.0,20,player,1,1,10,10
2161,36.016666666666666,1,999.0,309.0,20,player,1,1,10,10
2162,36.03333333333333,1,1006.0,304.0,20,player,1,1,10,10
2163,36.05,1,1006.0,304.0,20,player,1,1,10,10
2164,36.06666666666667,1,1012.0,299.0,20,player,1,1,10,10
2165,36.083333333333336,1,1012.0,299.0,20,player,1,1,10,10
2166,36.1,1,1016.0,296.0,20,player,1,1,10,10
2167,36.11666666666667,1,1020.0,294.0,20,player,1,1,10,10
2168,36.13333333333333,1,1023.0,291.0,-1,none,0,0,10,10
2169,36.15,1,1027.0,289.0,-1,none,0,0,10,10
2170,36.166666666666664,1,1031.0,287.0,-1,none,0,0,10,10
2171,36.18333333333333,1,1031.0,287.0,-1,none,0,0,10,10
2172,36.2,1,1037.0,283.0,-1,none,0,0,10,10
2173,36.21666666666667,1,1037.0,283.0,-1,none,0,0,10,10
2174,36.233333333333334,1,1041.0,281.0,-1,none,0,0,10,10
2175,36.25,1,1045.0,279.0,-1,none,0,0,10,10
2176,36.266666666666666,1,1049.0,277.0,-1,none,0,0,10,10
2177,36.28333333333333,1,1049.0,277.0,-1,none,0,0,10,10
2178,36.3,1,1055.0,275.0,-1,none,0,0,10,10
2179,36.31666666666667,1,1055.0,275.0,-1,none,0,0,10,10
2180,36.333333333333336,1,1061.0,273.0,-1,none,0,0,10,10
2181,36.35,1,1061.0,273.0,-1,none,0,0,10,10
2182,36.36666666666667,1,1066.0,271.0,25,player,2,1,10,10
2183,36.38333333333333,1,1066.0,271.0,25,player,2,1,10,10
2184,36.4,1,1072.0,269.0,25,player,2,1,10,10
2185,36.416666666666664,1,1072.0,269.0,25,player,2,1,10,10
2186,36.43333333333333,1,1078.0,268.0,25,player,2,2,10,10
2187,36.45,1,1078.0,268.0,25,player,2,2,10,10
2188,36.46666666666667,1,1083.0,267.0,25,player,2,2,10,10
2189,36.483333333333334,1,1083.0,266.0,25,player,2,2,10,10
2190,36.5,1,1087.0,266.0,25,player,2,2,10,10
2191,36.516666666666666,1,1087.0,266.0,25,player,2,2,10,10
2192,36.53333333333333,1,1092.0,265.0,25,player,2,2,10,10
2193,36.55,1,1092.0,265.0,25,player,2,2,10,10
2194,36.56666666666667,1,1098.0,265.0,25,player,2,2,10,10
2195,36.583333333333336,1,1098.0,265.0,25,player,2,2,10,10
2196,36.6,1,1102.0,264.0,25,player,2,2,10,10
2197,36.61666666666667,1,1102.0,264.0,25,player,2,2,10,10
2198,36.63333333333333,1,1107.0,265.0,25,player,2,2,10,10
2199,36.65,1,1107.0,265.0,25,player,2,2,10,10
2200,36.666666666666664,1,1112.0,265.0,25,player,2,2,10,10
2201,36.68333333333333,1,1112.0,265.0,25,player,2,2,10,10
2202,36.7,1,1117.0,266.0,25,player,2,2,10,10
2203,36.71666666666667,1,1117.0,266.0,25,player,2,2,10,10
2204,36.733333333333334,1,1121.0,267.0,25,player,2,2,10,10
2205,36.75,1,1121.0,267.0,25,player,2,2,10,10
2206,36.766666666666666,1,1123.0,267.0,25,player,2,2,10,10
2207,36.78333333333333,1,1125.0,268.0,25,player,2,2,10,10
2208,36.8,1,1127.0,269.0,25,player,2,2,10,10
2209,36.81666666666667,1,1129.0,270.0,25,player,2,2,10,10
2210,36.833333333333336,1,1131.0,270.0,25,player,2,2,10,10
2211,36.85,1,1133.0,271.0,25,player,2,2,10,10
2212,36.86666666666667,1,1135.0,272.0,25,player,2,2,10,10
2213,36.88333333333333,1,1137.0,273.0,25,player,2,2,10,10
2214,36.9,1,1139.0,273.0,25,player,2,2,10,10
2215,36.916666666666664,1,1141.0,274.0,25,player,2,2,10,10
2216,36.93333333333333,1,1144.0,275.0,25,player,2,2,10,10
2217,36.95,1,1146.0,276.0,25,player,2,2,10,10
2218,36.96666666666667,1,1148.0,277.0,25,player,2,2,10,10
2219,36.983333333333334,1,1150.0,279.0,25,player,2,2,10,10
2220,37.0,1,1151.0,280.0,25,player,2,2,10,10
2221,37.016666666666666,1,1153.0,282.0,25,player,2,2,10,10
2222,37.03333333333333,1,1155.0,284.0,25,player,2,2,10,10
2223,37.05,1,1155.0,284.0,25,player,2,2,10,10
2224,37.06666666666667,1,1157.0,285.0,25,player,2,2,10,10
2225,37.083333333333336,1,1159.0,287.0,25,player,2,2,10,10
2226,37.1,1,1161.0,289.0,25,player,2,2,10,10
2227,37.11666666666667,1,1163.0,290.0,25,player,2,2,10,10
2228,37.13333333333333,1,1165.0,292.0,25,player,2,2,10,10
2229,37.15,1,1165.0,292.0,25,player,2,2,10,10
2230,37.166666666666664,1,1167.0,294.0,25,player,2,2,10,10
2231,37.18333333333333,1,1169.0,296.0,25,player,2,2,10,10
2232,37.2,1,1170.0,298.0,25,player,2,2,10,10
2233,37.21666666666667,1,1172.0,300.0,-1,none,0,0,10,10
2234,37.233333333333334,1,1174.0,302.0,-1,none,0,0,10,10
2235,37.25,1,1174.0,302.0,-1,none,0,0,10,10
2236,37.266666666666666,1,1177.0,305.0,-1,none,0,0,10,10
2237,37.28333333333333,1,1177.0,305.0,-1,none,0,0,10,10
2238,37.3,1,1177.0,305.0,-1,none,0,0,10,10
2239,37.31666666666667,1,1176.0,305.0,-1,none,0,0,10,10
2240,37.333333333333336,1,1176.0,305.0,-1,none,0,0,10,10
2241,37.35,1,1176.0,305.0,-1,none,0,0,10,10
2242,37.36666666666667,1,1175.0,305.0,-1,none,0,0,10,10
2243,37.38333333333333,1,1175.0,305.0,-1,none,0,0,10,10
2244,37.4,1,1175.0,305.0,-1,none,0,0,10,10
2245,37.416666666666664,1,1174.0,305.0,-1,none,0,0,10,10
2246,37.43333333333333,1,1174.0,305.0,-1,none,0,0,10,10
2247,37.45,1,1174.0,305.0,-1,none,0,0,10,10
2248,37.46666666666667,1,1173.0,305.0,-1,none,0,0,10,10
2249,37.483333333333334,1,1173.0,305.0,-1,none,0,0,10,10
2250,37.5,1,1173.0,304.0,-1,none,0,0,10,10
2251,37.516666666666666,1,1172.0,304.0,-1,none,0,0,10,10
2252,37.53333333333333,1,1172.0,304.0,-1,none,0,0,10,10
2253,37.55,1,1172.0,304.0,-1,none,0,0,10,10
2254,37.56666666666667,1,1171.0,304.0,-1,none,0,0,10,10
2255,37.583333333333336,1,1171.0,304.0,-1,none,0,0,10,10
2256,37.6,1,1171.0,304.0,-1,none,0,0,10,10
2257,37.61666666666667,1,1170.0,304.0,-1,none,0,0,10,10
2258,37.63333333333333,1,1170.0,304.0,-1,none,0,0,10,10
2259,37.65,1,1170.0,304.0,-1,none,0,0,10,10
2260,37.666666666666664,1,1169.0,304.0,-1,none,0,0,10,10
2261,37.68333333333333,1,1169.0,304.0,-1,none,0,0,10,10
2262,37.7,1,1169.0,304.0,-1,none,0,0,10,10
2263,37.71666666666667,1,1168.0,304.0,-1,none,0,0,10,10
2264,37.733333333333334,1,1168.0,304.0,6,player,1,2,10,10
2265,37.75,1,1168.0,304.0,6,player,1,2,10,10
2266,37.766666666666666,1,1167.0,304.0,6,player,1,2,10,10
2267,37.78333333333333,1,1167.0,304.0,6,player,1,2,10,10
2268,37.8,1,1167.0,304.0,6,player,1,1,10,10
2269,37.81666666666667,1,1167.0,304.0,6,player,1,1,10,10
2270,37.833333333333336,1,1165.0,303.0,6,player,1,1,10,10
2271,37.85,1,1165.0,303.0,6,player,1,1,10,10
2272,37.86666666666667,1,1163.0,302.0,-1,none,0,0,10,10
2273,37.88333333333333,1,1163.0,302.0,-1,none,0,0,10,10
2274,37.9,1,1162.0,301.0,-1,none,0,0,10,10
2275,37.916666666666664,1,1161.0,300.0,-1,none,0,0,10,10
2276,37.93333333333333,1,1160.0,300.0,-1,none,0,0,10,10
2277,37.95,1,1159.0,299.0,-1,none,0,0,10,10
2278,37.96666666666667,1,1158.0,298.0,-1,none,0,0,10,10
2279,37.983333333333334,1,1157.0,297.0,-1,none,0,0,10,10
2280,38.0,1,1156.0,297.0,-1,none,0,0,10,10
2281,38.016666666666666,1,1156.0,296.0,-1,none,0,0,10,10
2282,38.03333333333333,1,1155.0,295.0,-1,none,0,0,10,10
2283,38.05,1,1155.0,295.0,-1,none,0,0,10,10
2284,38.06666666666667,1,1153.0,294.0,-1,none,0,0,10,10
2285,38.083333333333336,1,1153.0,294.0,-1,none,0,0,10,10
2286,38.1,1,1152.0,293.0,-1,none,0,0,10,10
2287,38.11666666666667,1,1152.0,293.0,-1,none,0,0,10,10
2288,38.13333333333333,1,1151.0,292.0,-1,none,0,0,10,10
2289,38.15,1,1151.0,292.0,-1,none,0,0,10,10
2290,38.166666666666664,1,1149.0,292.0,-1,none,0,0,10,10
2291,38.18333333333333,1,1149.0,291.0,-1,none,0,0,10,10
2292,38.2,1,1148.0,290.0,-1,none,0,0,10,10
2293,38.21666666666667,1,1148.0,290.0,-1,none,0,0,10,10
2294,38.233333333333334,1,1147.0,289.0,25,player,2,1,10,10
2295,38.25,1,1146.0,289.0,25,player,2,1,10,10
2296,38.266666666666666,1,1146.0,288.0,25,player,2,1,10,10
2297,38.28333333333333,1,1145.0,287.0,25,player,2,1,10,10
2298,38.3,1,1144.0,286.0,25,player,2,2,10,10
2299,38.31666666666667,1,1144.0,286.0,25,player,2,2,10,10
2300,38.333333333333336,1,1143.0,285.0,25,player,2,2,10,10
2301,38.35,1,1143.0,285.0,25,player,2,2,10,10
2302,38.36666666666667,1,1142.0,284.0,25,player,2,2,10,10
2303,38.38333333333333,1,1142.0,284.0,25,player,2,2,10,10
2304,38.4,1,1142.0,284.0,25,player,2,2,10,10
2305,38.416666666666664,1,1141.0,284.0,25,player,2,2,10,10
2306,38.43333333333333,1,1141.0,283.0,25,player,2,2,10,10
2307,38.45,1,1140.0,283.0,25,player,2,2,10,10
2308,38.46666666666667,1,1140.0,282.0,25,player,2,2,10,10
2309,38.483333333333334,1,1139.0,282.0,25,player,2,2,10,10
2310,38.5,1,1138.0,282.0,25,player,2,2,10,10
2311,38.516666666666666,1,1138.0,281.0,25,player,2,2,10,10
2312,38.53333333333333,1,1137.0,281.0,25,player,2,2,10,10
2313,38.55,1,1137.0,280.0,25,player,2,2,10,10
2314,38.56666666666667,1,1136.0,280.0,25,player,2,2,10,10
2315,38.583333333333336,1,1135.0,279.0,25,player,2,2,10,10
2316,38.6,1,1135.0,279.0,25,player,2,2,10,10
2317,38.61666666666667,1,1134.0,278.0,25,player,2,2,10,10
2318,38.63333333333333,1,1133.0,278.0,25,player,2,2,10,10
2319,38.65,1,1133.0,277.0,25,player,2,2,10,10
2320,38.666666666666664,1,1132.0,277.0,25,player,2,2,10,10
2321,38.68333333333333,1,1132.0,276.0,25,player,2,2,10,10
2322,38.7,1,1131.0,276.0,25,player,2,2,10,10
2323,38.71666666666667,1,1130.0,276.0,25,player,2,2,10,10
2324,38.733333333333334,1,1130.0,275.0,25,player,2,2,10,10
2325,38.75,1,1129.0,275.0,25,player,2,2,10,10
2326,38.766666666666666,1,1129.0,274.0,25,player,2,2,10,10
2327,38.78333333333333,1,1128.0,274.0,25,player,2,2,10,10
2328,38.8,1,1127.0,273.0,25,player,2,2,10,10
2329,38.81666666666667,1,1127.0,273.0,25,player,2,2,10,10
2330,38.833333333333336,1,1126.0,271.0,25,player,2,2,10,10
2331,38.85,1,1126.0,271.0,25,player,2,2,10,10
2332,38.86666666666667,1,1126.0,271.0,25,player,2,2,10,10
2333,38.88333333333333,1,1126.0,271.0,25,player,2,2,10,10
2334,38.9,1,1125.0,271.0,25,player,2,2,10,10
2335,38.916666666666664,1,1125.0,270.0,25,player,2,2,10,10
2336,38.93333333333333,1,1125.0,270.0,25,player,2,2,10,10
2337,38.95,1,1124.0,270.0,25,player,2,2,10,10
2338,38.96666666666667,1,1124.0,269.0,25,player,2,2,10,10
2339,38.983333333333334,1,1124.0,269.0,25,player,2,2,10,10
2340,39.0,1,1124.0,269.0,25,player,2,2,10,10
2341,39.016666666666666,1,1123.0,268.0,25,player,2,2,10,10
2342,39.03333333333333,1,1123.0,268.0,25,player,2,2,10,10
2343,39.05,1,1123.0,268.0,25,player,2,2,10,10
2344,39.06666666666667,1,1122.0,268.0,25,player,2,2,10,10
2345,39.083333333333336,1,1122.0,267.0,25,player,2,2,10,10
2346,39.1,1,1122.0,267.0,25,player,2,2,10,10
2347,39.11666666666667,1,1122.0,267.0,25,player,2,2,10,10
2348,39.13333333333333,1,1121.0,266.0,25,player,2,2,10,10
2349,39.15,1,1121.0,266.0,25,player,2,2,10,10
2350,39.166666666666664,1,1121.0,266.0,25,player,2,2,10,10
2351,39.18333333333333,1,1120.0,265.0,25,player,2,2,10,10
2352,39.2,0,,,-1,none,0,0,10,10
2353,39.21666666666667,0,,,-1,none,0,0,10,10
2354,39.233333333333334,0,,,-1,none,0,0,10,10
2355,39.25,0,,,-1,none,0,0,10,10
2356,39.266666666666666,0,,,-1,none,0,0,10,10
2357,39.28333333333333,0,,,-1,none,0,0,10,10
2358,39.3,0,,,-1,none,0,0,10,10
2359,39.31666666666667,0,,,-1,none,0,0,10,10
2360,39.333333333333336,0,,,-1,none,0,0,10,10
2361,39.35,0,,,-1,none,0,0,10,10
2362,39.36666666666667,0,,,-1,none,0,0,10,10
2363,39.38333333333333,0,,,-1,none,0,0,10,10
2364,39.4,0,,,-1,none,0,0,10,10
2365,39.416666666666664,0,,,-1,none,0,0,10,10
2366,39.43333333333333,0,,,-1,none,0,0,10,10
2367,39.45,0,,,-1,none,0,0,10,10
2368,39.46666666666667,0,,,-1,none,0,0,10,10
2369,39.483333333333334,0,,,-1,none,0,0,10,10
2370,39.5,0,,,-1,none,0,0,10,10
2371,39.516666666666666,0,,,-1,none,0,0,10,10
2372,39.53333333333333,0,,,-1,none,0,0,10,10
2373,39.55,0,,,-1,none,0,0,10,10
2374,39.56666666666667,0,,,-1,none,0,0,10,10
2375,39.583333333333336,0,,,-1,none,0,0,10,10
2376,39.6,0,,,-1,none,0,0,10,10
2377,39.61666666666667,0,,,-1,none,0,0,10,10
2378,39.63333333333333,0,,,-1,none,0,0,10,9
2379,39.65,0,,,-1,none,0,0,10,9
2380,39.666666666666664,0,,,-1,none,0,0,10,9
2381,39.68333333333333,0,,,-1,none,0,0,10,9
2382,39.7,0,,,-1,none,0,0,10,9
2383,39.71666666666667,0,,,-1,none,0,0,10,9
2384,39.733333333333334,0,,,-1,none,0,0,10,9
2385,39.75,0,,,-1,none,0,0,10,9
2386,39.766666666666666,0,,,-1,none,0,0,10,9
2387,39.78333333333333,0,,,-1,none,0,0,10,9
2388,39.8,0,,,-1,none,0,0,10,9
2389,39.81666666666667,0,,,-1,none,0,0,10,10
2390,39.833333333333336,0,,,-1,none,0,0,10,10
2391,39.85,0,,,-1,none,0,0,10,10
2392,39.86666666666667,0,,,-1,none,0,0,10,10
2393,39.88333333333333,0,,,-1,none,0,0,10,10
2394,39.9,0,,,-1,none,0,0,10,10
2395,39.916666666666664,0,,,-1,none,0,0,10,10
2396,39.93333333333333,0,,,-1,none,0,0,10,10
2397,39.95,0,,,-1,none,0,0,10,10
2398,39.96666666666667,0,,,-1,none,0,0,10,10
2399,39.983333333333334,0,,,-1,none,0,0,10,10
2400,40.0,0,,,-1,none,0,0,10,10
2401,40.016666666666666,0,,,-1,none,0,0,10,10
2402,40.03333333333333,0,,,-1,none,0,0,10,10
2403,40.05,0,,,-1,none,0,0,10,10
2404,40.06666666666667,0,,,-1,none,0,0,10,10
2405,40.083333333333336,0,,,-1,none,0,0,10,10
2406,40.1,0,,,-1,none,0,0,10,10
2407,40.11666666666667,0,,,-1,none,0,0,10,10
2408,40.13333333333333,0,,,-1,none,0,0,10,10
2409,40.15,0,,,-1,none,0,0,10,10
2410,40.166666666666664,0,,,-1,none,0,0,10,10
2411,40.18333333333333,0,,,-1,none,0,0,10,10
2412,40.2,0,,,-1,none,0,0,10,10
2413,40.21666666666667,0,,,-1,none,0,0,10,10
2414,40.233333333333334,0,,,-1,none,0,0,10,10
2415,40.25,0,,,-1,none,0,0,10,10
2416,40.266666666666666,0,,,-1,none,0,0,10,10
2417,40.28333333333333,0,,,-1,none,0,0,10,10
2418,40.3,0,,,-1,none,0,0,10,10
2419,40.31666666666667,0,,,-1,none,0,0,10,10
2420,40.333333333333336,0,,,-1,none,0,0,10,10
2421,40.35,0,,,-1,none,0,0,10,10
2422,40.36666666666667,0,,,-1,none,0,0,10,10
2423,40.38333333333333,0,,,-1,none,0,0,10,10
2424,40.4,0,,,-1,none,0,0,10,10
2425,40.416666666666664,0,,,-1,none,0,0,10,10
2426,40.43333333333333,0,,,-1,none,0,0,10,10
2427,40.45,0,,,-1,none,0,0,10,10
2428,40.46666666666667,0,,,-1,none,0,0,10,10
2429,40.483333333333334,0,,,-1,none,0,0,10,10
2430,40.5,0,,,-1,none,0,0,10,10
2431,40.516666666666666,0,,,-1,none,0,0,10,10
2432,40.53333333333333,0,,,-1,none,0,0,10,10
2433,40.55,0,,,-1,none,0,0,10,10
2434,40.56666666666667,0,,,-1,none,0,0,10,10
2435,40.583333333333336,0,,,-1,none,0,0,10,10
2436,40.6,0,,,-1,none,0,0,10,10
2437,40.61666666666667,0,,,-1,none,0,0,10,10
2438,40.63333333333333,0,,,-1,none,0,0,10,10
2439,40.65,0,,,-1,none,0,0,10,10
2440,40.666666666666664,0,,,-1,none,0,0,10,10
2441,40.68333333333333,0,,,-1,none,0,0,10,10
2442,40.7,0,,,-1,none,0,0,10,10
2443,40.71666666666667,0,,,-1,none,0,0,10,10
2444,40.733333333333334,1,1094.0,238.0,-1,none,0,0,10,10
2445,40.75,1,1094.0,237.0,-1,none,0,0,10,10
2446,40.766666666666666,1,1093.0,237.0,-1,none,0,0,10,10
2447,40.78333333333333,1,1093.0,237.0,-1,none,0,0,10,10
2448,40.8,1,1093.0,236.0,-1,none,0,0,10,10
2449,40.81666666666667,1,1092.0,236.0,-1,none,0,0,10,10
2450,40.833333333333336,1,1092.0,236.0,-1,none,0,0,10,10
2451,40.85,1,1092.0,236.0,-1,none,0,0,10,10
2452,40.86666666666667,1,1092.0,235.0,-1,none,0,0,10,10
2453,40.88333333333333,1,1091.0,235.0,-1,none,0,0,10,10
2454,40.9,1,1091.0,235.0,-1,none,0,0,10,10
2455,40.916666666666664,1,1091.0,234.0,-1,none,0,0,10,10
2456,40.93333333333333,1,1090.0,234.0,-1,none,0,0,10,10
2457,40.95,1,1090.0,234.0,-1,none,0,0,10,10
2458,40.96666666666667,1,1090.0,233.0,-1,none,0,0,10,10
2459,40.983333333333334,1,1090.0,233.0,-1,none,0,0,10,10
2460,41.0,1,1089.0,233.0,-1,none,0,0,10,10
2461,41.016666666666666,1,1089.0,233.0,-1,none,0,0,10,10
2462,41.03333333333333,1,1089.0,232.0,-1,none,0,0,10,10
2463,41.05,1,1088.0,232.0,-1,none,0,0,10,10
2464,41.06666666666667,1,1088.0,232.0,-1,none,0,0,10,10
2465,41.083333333333336,1,1088.0,232.0,-1,none,0,0,10,10
2466,41.1,1,1090.0,229.0,24,player,2,2,10,10
2467,41.11666666666667,1,1090.0,229.0,24,player,2,2,10,10
2468,41.13333333333333,1,1090.0,228.0,24,player,2,2,10,10
2469,41.15,1,1090.0,228.0,24,player,2,2,10,10
2470,41.166666666666664,1,1091.0,228.0,24,player,2,2,10,10
2471,41.18333333333333,1,1091.0,228.0,24,player,2,2,10,10
2472,41.2,1,1091.0,227.0,24,player,2,2,10,10
2473,41.21666666666667,1,1092.0,226.0,24,player,2,2,10,10
2474,41.233333333333334,1,1093.0,225.0,24,player,2,2,10,10
2475,41.25,1,1093.0,225.0,24,player,2,2,10,10
2476,41.266666666666666,1,1093.0,225.0,24,player,2,2,10,10
2477,41.28333333333333,1,1093.0,225.0,24,player,2,2,10,10
2478,41.3,1,1093.0,224.0,24,player,2,2,10,10
2479,41.31666666666667,1,1093.0,224.0,24,player,2,2,10,10
2480,41.333333333333336,1,1094.0,223.0,24,player,2,2,10,10
2481,41.35,1,1094.0,223.0,24,player,2,2,10,10
2482,41.36666666666667,1,1094.0,222.0,24,player,2,2,10,10
2483,41.38333333333333,1,1094.0,222.0,24,player,2,2,10,10
2484,41.4,1,1094.0,222.0,24,player,2,2,10,10
2485,41.416666666666664,1,1095.0,221.0,24,player,2,2,10,10
2486,41.43333333333333,1,1095.0,221.0,24,player,2,2,10,10
2487,41.45,1,1095.0,221.0,24,player,2,2,10,10
2488,41.46666666666667,1,1095.0,220.0,24,player,2,2,10,10
2489,41.483333333333334,1,1095.0,220.0,24,player,2,2,10,10
2490,41.5,1,1096.0,220.0,24,player,2,2,10,10
2491,41.516666666666666,1,1096.0,219.0,24,player,2,2,10,10
2492,41.53333333333333,1,1096.0,219.0,24,player,2,2,10,10
2493,41.55,1,1096.0,219.0,24,player,2,2,10,10
2494,41.56666666666667,1,1096.0,218.0,24,player,2,2,10,10
2495,41.583333333333336,1,1097.0,218.0,24,player,2,2,10,10
2496,41.6,1,1097.0,218.0,24,player,2,2,10,10
2497,41.61666666666667,1,1097.0,217.0,24,player,2,2,10,10
2498,41.63333333333333,1,1097.0,217.0,24,player,2,2,10,10
2499,41.65,1,1097.0,217.0,24,player,2,2,10,10
2500,41.666666666666664,1,1097.0,216.0,24,player,2,2,10,10
2501,41.68333333333333,1,1098.0,216.0,24,player,2,2,10,10
2502,41.7,0,,,-1,none,0,0,10,10
2503,41.71666666666667,0,,,-1,none,0,0,10,10
2504,41.733333333333334,0,,,-1,none,0,0,10,10
2505,41.75,0,,,-1,none,0,0,10,10
2506,41.766666666666666,0,,,-1,none,0,0,10,10
2507,41.78333333333333,0,,,-1,none,0,0,10,10
2508,41.8,0,,,-1,none,0,0,10,10
2509,41.81666666666667,0,,,-1,none,0,0,10,10
2510,41.833333333333336,1,1099.0,213.0,24,player,2,2,10,10
2511,41.85,1,1100.0,212.0,24,player,2,2,10,10
2512,41.86666666666667,1,1100.0,212.0,24,player,2,2,10,10
2513,41.88333333333333,1,1100.0,212.0,24,player,2,2,10,10
2514,41.9,1,1100.0,211.0,24,player,2,2,10,10
2515,41.916666666666664,1,1100.0,211.0,24,player,2,2,10,10
2516,41.93333333333333,1,1101.0,211.0,24,player,2,2,10,10
2517,41.95,1,1101.0,210.0,24,player,2,2,10,10
2518,41.96666666666667,1,1101.0,210.0,24,player,2,2,10,10
2519,41.983333333333334,1,1101.0,210.0,24,player,2,2,10,10
2520,42.0,1,1101.0,209.0,24,player,2,2,10,10
2521,42.016666666666666,1,1101.0,209.0,24,player,2,2,10,10
2522,42.03333333333333,1,1102.0,209.0,24,player,2,2,10,10
2523,42.05,1,1102.0,208.0,24,player,2,2,10,10
2524,42.06666666666667,1,1102.0,208.0,24,player,2,2,10,10
2525,42.083333333333336,1,1102.0,207.0,24,player,2,2,10,10
2526,42.1,1,1102.0,207.0,24,player,2,2,10,10
2527,42.11666666666667,1,1103.0,207.0,24,player,2,2,10,10
2528,42.13333333333333,1,1103.0,206.0,24,player,2,2,10,10
2529,42.15,1,1103.0,206.0,24,player,2,2,10,10
2530,42.166666666666664,1,1103.0,206.0,24,player,2,2,10,10
2531,42.18333333333333,1,1103.0,206.0,24,player,2,2,10,10
2532,42.2,1,1103.0,206.0,24,player,2,2,10,10
2533,42.21666666666667,1,1103.0,206.0,24,player,2,2,10,10
2534,42.233333333333334,1,1104.0,205.0,24,player,2,2,10,10
2535,42.25,1,1104.0,205.0,24,player,2,2,10,10
2536,42.266666666666666,1,1104.0,205.0,24,player,2,2,10,10
2537,42.28333333333333,1,1104.0,205.0,24,player,2,2,10,10
2538,42.3,1,1104.0,204.0,24,player,2,2,10,10
2539,42.31666666666667,1,1104.0,204.0,24,player,2,2,10,10
2540,42.333333333333336,1,1104.0,204.0,24,player,2,2,10,10
2541,42.35,1,1104.0,204.0,24,player,2,2,10,10
2542,42.36666666666667,1,1105.0,203.0,24,player,2,2,10,10
2543,42.38333333333333,1,1105.0,203.0,24,player,2,2,10,10
2544,42.4,1,1105.0,203.0,24,player,2,2,10,10
2545,42.416666666666664,1,1106.0,203.0,24,player,2,2,10,10
2546,42.43333333333333,1,1107.0,203.0,24,player,2,2,10,10
2547,42.45,1,1108.0,203.0,24,player,2,2,10,10
2548,42.46666666666667,1,1109.0,203.0,24,player,2,2,10,10
2549,42.483333333333334,1,1110.0,203.0,24,player,2,2,10,10
2550,42.5,1,1111.0,203.0,24,player,2,2,10,10
2551,42.516666666666666,1,1112.0,203.0,24,player,2,2,10,10
2552,42.53333333333333,1,1113.0,203.0,24,player,2,2,10,10
2553,42.55,1,1115.0,203.0,24,player,2,2,10,10
2554,42.56666666666667,1,1116.0,203.0,24,player,2,2,10,10
2555,42.583333333333336,1,1117.0,203.0,-1,none,0,0,10,10
2556,42.6,1,1118.0,203.0,-1,none,0,0,10,10
2557,42.61666666666667,1,1119.0,203.0,-1,none,0,0,10,10
2558,42.63333333333333,1,1120.0,203.0,-1,none,0,0,10,10
2559,42.65,1,1121.0,203.0,-1,none,0,0,10,10
2560,42.666666666666664,1,1123.0,203.0,-1,none,0,0,10,10
2561,42.68333333333333,1,1124.0,203.0,20,player,1,2,10,10
2562,42.7,1,1125.0,203.0,20,player,1,2,10,10
2563,42.71666666666667,1,1126.0,203.0,20,player,1,2,10,10
2564,42.733333333333334,1,1127.0,203.0,20,player,1,2,10,10
2565,42.75,1,1128.0,203.0,20,player,1,1,10,10
2566,42.766666666666666,0,,,-1,none,0,0,10,10
2567,42.78333333333333,0,,,-1,none,0,0,10,10
2568,42.8,1,1132.0,203.0,20,player,1,1,10,10
2569,42.81666666666667,1,1133.0,203.0,20,player,1,1,10,10
2570,42.833333333333336,1,1134.0,203.0,20,player,1,1,10,10
2571,42.85,1,1135.0,203.0,20,player,1,1,10,10
2572,42.86666666666667,1,1136.0,203.0,20,player,1,1,10,10
2573,42.88333333333333,1,1137.0,203.0,20,player,1,1,10,10
2574,42.9,1,1138.0,203.0,20,player,1,1,10,10
2575,42.916666666666664,1,1140.0,203.0,20,player,1,1,10,10
2576,42.93333333333333,1,1141.0,203.0,20,player,1,1,10,9
2577,42.95,1,1142.0,203.0,20,player,1,1,10,9
2578,42.96666666666667,1,1143.0,203.0,20,player,1,1,10,10
2579,42.983333333333334,1,1144.0,203.0,20,player,1,1,10,10
2580,43.0,1,1145.0,203.0,20,player,1,1,10,9
2581,43.016666666666666,1,1146.0,204.0,20,player,1,1,10,9
2582,43.03333333333333,1,1147.0,204.0,20,player,1,1,10,9
2583,43.05,1,1149.0,204.0,20,player,1,1,10,9
2584,43.06666666666667,1,1150.0,204.0,20,player,1,1,10,9
2585,43.083333333333336,1,1151.0,204.0,20,player,1,1,10,9
2586,43.1,1,1152.0,204.0,20,player,1,1,10,9
2587,43.11666666666667,1,1153.0,204.0,20,player,1,1,10,9
2588,43.13333333333333,1,1154.0,204.0,20,player,1,1,10,9
2589,43.15,1,1154.0,204.0,20,player,1,1,10,9
2590,43.166666666666664,1,1158.0,204.0,20,player,1,1,10,9
2591,43.18333333333333,1,1162.0,205.0,20,player,1,1,10,9
2592,43.2,1,1166.0,206.0,20,player,1,1,10,9
2593,43.21666666666667,1,1166.0,206.0,20,player,1,1,10,9
2594,43.233333333333334,1,1170.0,206.0,-1,none,0,0,10,9
2595,43.25,1,1175.0,207.0,-1,none,0,0,10,9
2596,43.266666666666666,1,1179.0,208.0,-1,none,0,0,10,9
2597,43.28333333333333,1,1183.0,209.0,-1,none,0,0,10,9
2598,43.3,1,1187.0,210.0,6,player,1,1,10,9
2599,43.31666666666667,1,1187.0,210.0,6,player,1,1,10,9
