frame,time_sec,ball_visible,ball_x,ball_y,ball_owner_id,ball_owner_role,ball_owner_team,team_ball_control,team1_players_on_pitch,team2_players_on_pitch
2600,43.333333333333336,1,1191.0,211.0,6,player,1,1,10,9
2601,43.35,1,1194.0,211.0,6,player,1,1,10,10
2602,43.36666666666667,1,1198.0,212.0,6,player,1,1,10,10
2603,43.38333333333333,1,1201.0,213.0,6,player,1,1,10,10
2604,43.4,1,1204.0,213.0,6,player,1,1,10,10
2605,43.416666666666664,1,1208.0,214.0,6,player,1,1,10,10
2606,43.43333333333333,1,1211.0,215.0,6,player,1,1,10,10
2607,43.45,1,1215.0,215.0,6,player,1,1,10,10
2608,43.46666666666667,1,1218.0,216.0,6,player,1,1,10,10
2609,43.483333333333334,1,1222.0,217.0,6,player,1,1,10,10
2610,43.5,1,1225.0,217.0,6,player,1,1,10,10
2611,43.516666666666666,1,1228.0,218.0,6,player,1,1,10,10
2612,43.53333333333333,1,1232.0,219.0,6,player,1,1,10,10
2613,43.55,1,1235.0,219.0,6,player,1,1,10,10
2614,43.56666666666667,1,1239.0,220.0,6,player,1,1,10,10
2615,43.583333333333336,1,1242.0,221.0,-1,none,0,0,10,10
2616,43.6,1,1246.0,221.0,-1,none,0,0,10,10
2617,43.61666666666667,1,1249.0,222.0,-1,none,0,0,10,10
2618,43.63333333333333,1,1252.0,223.0,-1,none,0,0,10,10
2619,43.65,1,1252.0,223.0,-1,none,0,0,10,10
2620,43.666666666666664,1,1256.0,224.0,14,player,1,1,10,10
2621,43.68333333333333,1,1260.0,225.0,14,player,1,1,10,10
2622,43.7,1,1264.0,226.0,14,player,1,1,10,10
2623,43.71666666666667,1,1264.0,226.0,14,player,1,1,10,10
2624,43.733333333333334,1,1264.0,226.0,14,player,1,1,10,10
2625,43.75,1,1265.0,226.0,14,player,1,1,10,10
2626,43.766666666666666,1,1265.0,226.0,14,player,1,1,10,10
2627,43.78333333333333,1,1266.0,226.0,14,player,1,1,10,10
2628,43.8,1,1266.0,226.0,14,player,1,1,10,10
2629,43.81666666666667,1,1266.0,226.0,14,player,1,1,10,10
2630,43.833333333333336,1,1264.0,225.0,14,player,1,1,10,10
2631,43.85,1,1264.0,225.0,14,player,1,1,10,10
2632,43.86666666666667,1,1263.0,225.0,14,player,1,1,10,10
2633,43.88333333333333,1,1261.0,224.0,14,player,1,1,10,10
2634,43.9,1,1260.0,224.0,14,player,1,1,10,10
2635,43.916666666666664,1,1259.0,223.0,14,player,1,1,10,10
2636,43.93333333333333,1,1258.0,223.0,14,player,1,1,10,10
2637,43.95,1,1256.0,223.0,14,player,1,1,10,10
2638,43.96666666666667,1,1255.0,222.0,14,player,1,1,10,10
2639,43.983333333333334,1,1255.0,222.0,14,player,1,1,10,10
2640,44.0,1,1255.0,222.0,14,player,1,1,10,10
2641,44.016666666666666,1,1255.0,222.0,14,player,1,1,10,10
2642,44.03333333333333,1,1255.0,222.0,14,player,1,1,10,10
2643,44.05,1,1255.0,222.0,14,player,1,1,10,10
2644,44.06666666666667,1,1255.0,222.0,14,player,1,1,10,10
2645,44.083333333333336,1,1255.0,222.0,14,player,1,1,10,10
2646,44.1,1,1255.0,222.0,14,player,1,1,10,10
2647,44.11666666666667,1,1255.0,222.0,14,player,1,1,10,10
2648,44.13333333333333,1,1255.0,222.0,14,player,1,1,10,10
2649,44.15,1,1255.0,222.0,14,player,1,1,10,10
2650,44.166666666666664,1,1255.0,222.0,14,player,1,1,10,10
2651,44.18333333333333,1,1255.0,222.0,14,player,1,1,10,10
2652,44.2,1,1255.0,222.0,14,player,1,1,10,10
2653,44.21666666666667,1,1255.0,222.0,14,player,1,1,10,10
2654,44.233333333333334,1,1255.0,222.0,14,player,1,1,10,10
2655,44.25,1,1255.0,222.0,14,player,1,1,10,10
2656,44.266666666666666,1,1255.0,222.0,14,player,1,1,10,10
2657,44.28333333333333,1,1255.0,222.0,14,player,1,1,10,10
2658,44.3,1,1255.0,222.0,14,player,1,1,10,10
2659,44.31666666666667,1,1255.0,222.0,14,player,1,1,10,10
2660,44.333333333333336,0,,,-1,none,0,0,10,10
2661,44.35,0,,,-1,none,0,0,10,10
2662,44.36666666666667,0,,,-1,none,0,0,10,10
2663,44.38333333333333,0,,,-1,none,0,0,10,10
2664,44.4,0,,,-1,none,0,0,10,10
2665,44.416666666666664,0,,,-1,none,0,0,10,10
2666,44.43333333333333,0,,,-1,none,0,0,10,10
2667,44.45,0,,,-1,none,0,0,10,10
2668,44.46666666666667,0,,,-1,none,0,0,10,10
2669,44.483333333333334,0,,,-1,none,0,0,10,10
2670,44.5,0,,,-1,none,0,0,10,10
2671,44.516666666666666,0,,,-1,none,0,0,10,10
2672,44.53333333333333,0,,,-1,none,0,0,10,10
2673,44.55,0,,,-1,none,0,0,10,10
2674,44.56666666666667,0,,,-1,none,0,0,10,10
2675,44.583333333333336,0,,,-1,none,0,0,10,10
2676,44.6,0,,,-1,none,0,0,10,10
2677,44.61666666666667,0,,,-1,none,0,0,10,10
2678,44.63333333333333,0,,,-1,none,0,0,10,10
2679,44.65,0,,,-1,none,0,0,10,10
2680,44.666666666666664,0,,,-1,none,0,0,10,10
2681,44.68333333333333,0,,,-1,none,0,0,10,10
2682,44.7,0,,,-1,none,0,0,10,10
2683,44.71666666666667,0,,,-1,none,0,0,10,10
2684,44.733333333333334,0,,,-1,none,0,0,10,10
2685,44.75,0,,,-1,none,0,0,10,10
2686,44.766666666666666,0,,,-1,none,0,0,10,10
2687,44.78333333333333,0,,,-1,none,0,0,10,10
2688,44.8,0,,,-1,none,0,0,9,10
2689,44.81666666666667,0,,,-1,none,0,0,9,10
2690,44.833333333333336,0,,,-1,none,0,0,9,10
2691,44.85,0,,,-1,none,0,0,9,10
2692,44.86666666666667,0,,,-1,none,0,0,10,10
2693,44.88333333333333,0,,,-1,none,0,0,10,10
2694,44.9,0,,,-1,none,0,0,10,10
